id,identity,alignmentLength,maxAlignment,phylum,class,order,family,genus,species,db
18a4bf97dfd1a604f81a06511d9080d4,95.498,311,29699.878,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Neopetrosia,Neopetrosia_exigua,SHELBY
25624561e08cd38d7d6a07b8f38071b2,85.079,315,26799.885,Gastrotricha,NA,Chaetonotida,Chaetonotidae,Chaetonotus,Chaetonotus_persimilis,SHELBY
44102deadd8bfd357885c08812abe090,84.345,313,26399.985,Annelida,Clitellata,Haplotaxida,Megascolecidae,Amynthas,Amynthas_fuscatus,SHELBY
4ad012c26ee10b8099044be7f27332a8,80.066,301,24099.866,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila_subquinaria,SHELBY
731992d638e0361a724dbe83d65c428c,88.782,312,27699.984,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Colochirus,Colochirus_robustus,SHELBY
bde92d5c8dfe61e9ad7244ba24001414,99.676,309,30799.884,Platyhelminthes,Turbellaria,Polycladida,NA,NA,Polycladida_HK01,SHELBY
fa814e40e97aa8994a796e43488ba697,89.241,316,28200.156,Arthropoda,Malacostraca,Decapoda,NA,NA,Caridea_sp._LPdivOTU347,SHELBY
fe81e4a806f306f10be95a1b1f7cd256,81.41,312,25399.92,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Mawia,Mawia_benovici,SHELBY
315c51d6757109fca254dca488094e3e,80.449,312,25100.088,Annelida,Clitellata,Haplotaxida,Hormogastridae,Hormogaster,Hormogaster_redii,SHELBY
40b6e5835a38b11c377dc76b8d438cfb,88.065,310,27300.15,Cnidaria,Hydrozoa,Anthoathecata,Cladonematidae,Staurocladia,Staurocladia_vallentini,SHELBY
6334d9144b5dc01e189c432c18a41155,81.132,318,25799.976,Bryozoa,Gymnolaemata,Cheilostomatida,Arachnopusiidae,Arachnopusia,Arachnopusia_unicornis,SHELBY
7a3c7037456caa29378cc3067097a874,80.968,310,25100.08,Arthropoda,Insecta,Diptera,Agromyzidae,Napomyza,Napomyza_sp._BIOUG02404-E04,SHELBY
acfd0b4c245935d2d8c704e3801466b7,80.064,311,24899.904,Arthropoda,Insecta,Diptera,NA,NA,NA,SHELBY
b6b28763e55d61852caa2fd77964f61e,99.681,313,31200.153,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Nereiphylla,Nereiphylla_HK02,SHELBY
e8a35cc695f18bc03f0225092c69a1b5,100,313,31300,Arthropoda,Hexanauplia,Sessilia,Balanidae,Amphibalanus,Amphibalanus_eburneus,SHELBY
f0b266ef3bab4854ee55e199c8d6ad57,80.635,315,25400.025,Echinodermata,Ophiuroidea,Ophiurida,Ophiotrichidae,Macrophiothrix,Macrophiothrix_lineocaerulea,SHELBY
f788b6746a7d7ee3368672f81b65d93f,100,313,31300,Mollusca,Bivalvia,Venerida,Veneridae,Irus,Irus_macrophyllus_HK02,SHELBY
18433d80f5e50b50cc5b60b635134405,80.831,313,25300.103,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella_sp._BOLD:AAP1300,SHELBY
2a98e498c073ed1581896fed93cbd462,89.103,312,27800.136,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_edwardsii_HK03,SHELBY
5241f587b9304c7fb5fdf044c4cf8ff1,99.681,313,31200.153,Chordata,Actinopteri,Chaetodontiformes,Leiognathidae,Photopectoralis,Photopectoralis_bindus,SHELBY
5e924c5e9cbac0716a8fe2fcd171f3b8,93.61,313,29299.93,Arthropoda,Malacostraca,Decapoda,NA,NA,Caridea_sp._LPdivOTU440,SHELBY
a09365dc1b5528e2aab5638268fe3678,84.416,308,26000.128,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,Onuphis_elegans,SHELBY
a9d79fcc1939b0e2aacaae7b02ca3b2b,100,313,31300,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Dermatophagoides,Dermatophagoides_farinae,SHELBY
140a25baaa2109ff174c870997603701,99.361,313,31099.993,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Pseudevadne,Pseudevadne_tergestina,SHELBY
1bace0084dc14d5598a867f0223a4f7e,81.529,314,25600.106,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,Cyclopoida_sp._HE-580,SHELBY
2a8f219cf800297de99a36b91da79bde,80.795,302,24400.09,Arthropoda,Insecta,Diptera,Empididae,Parathalassius,Parathalassius_socali,SHELBY
356daeac6bd3b266e77d68cd650e5443,84.026,313,26300.138,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Rhizocaulus,Rhizocaulus_verticillatus,SHELBY
6496e825194c7fa38e750bd61653108b,94.551,312,29499.912,Annelida,Polychaeta,NA,NA,NA,Polychaeta_sp._BOLD:ACQ6769,SHELBY
11c6de9fac927fbc9d159bfde51114a9,94.569,313,29600.097,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Cuapetes,Cuapetes_HK01,SHELBY
431f1d3a33f147c4898ab45ea5d18961,97.125,313,30400.125,Cnidaria,Anthozoa,Actiniaria,NA,NA,Actiniaria_sp._BOLD:ACQ4394,SHELBY
47fc609c7f8417f1b26ed7182b5a28fa,90.415,313,28299.895,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,Halopsis,Halopsis_ocellata,SHELBY
846993a93f26a6c28ea7d33a95d652cf,82.237,304,25000.048,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Pseudamycla,Pseudamycla_formosa,SHELBY
c214cb7caafed2e4dd0e8e3cf222ac3d,81.935,310,25399.85,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartiella,Acartiella_sinensis,SHELBY
c693ac5ce6046da19d149de6a9e19330,85.35,314,26799.9,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus_balanus,SHELBY
d3c29786834bd65054fc8c3f1217cb54,85.256,312,26599.872,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Prodotia,Prodotia_iostoma,SHELBY
d5db3c0c2c9770ac30a9658556d97c96,97.428,311,30300.108,Arthropoda,Malacostraca,Decapoda,Diogenidae,Areopaguristes,Areopaguristes_HK01,SHELBY
dedfb12ce1b7b024ffa135b8fc09f6ba,95.527,313,29899.951,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_lobidens,SHELBY
18888af7be7ca133eba5d790d772305f,85.531,311,26600.141,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra_cf._tentaculata,SHELBY
47fd5881e3853dca637da97e9d58948d,84.762,315,26700.03,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis_alternata_CMC05,SHELBY
72b7fe5955b6d6a6cfbc2cadba56c950,83.882,304,25500.128,Mollusca,Gastropoda,Stylommatophora,Helicarionidae,Caldwellia,Caldwellia_angularis,SHELBY
77f2f74c5446c46356c1d3722cde1c1e,94.872,312,29600.064,Arthropoda,Malacostraca,Decapoda,NA,NA,Caridea_sp._LP-2009,SHELBY
899002f73219b1a0f58eab2a348641fc,80.128,312,24999.936,Arthropoda,Hexanauplia,Harpacticoida,Canthocamptidae,NA,Canthocamptidae_sp._HLC-30454,SHELBY
8ab402c5bf85f2da4370b88eb75e7f32,100,313,31300,Arthropoda,Malacostraca,Decapoda,Xanthidae,Actaeodes,Actaeodes_mutatus_HK01,SHELBY
ad09371bc86058e5cc0d3ab6e817d4d8,85.852,311,26699.972,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,Alcyonidium_verrilli,SHELBY
f9ca24030da1b9c0ec7f7228a04e1970,83.228,316,26300.048,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Janthecla,Janthecla_janthina,SHELBY
0a3c8f215b87b8ce22c227bc5934069c,80,320,25600,Mollusca,Cephalopoda,Octopoda,Octopodidae,Pareledone,Pareledone_albimaculata,SHELBY
14675281476355fd5cb168b95d770133,82.692,312,25799.904,Bryozoa,Stenolaemata,Cyclostomatida,NA,Diaperoforma,Diaperoforma_californica,SHELBY
1dfb738703ca4da1647d13a3a6284e90,80,300,24000,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex_faurani,SHELBY
398a34193faec16cdded88f0f82ac365,100,312,31200,Chordata,Actinopteri,Carangiformes,Carangidae,Trachinotus,Trachinotus_ovatus,SHELBY
3f34bf91b7df65e15aad4cd1c722a042,99.361,313,31099.993,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_paracrinitus_complex,SHELBY
4bfc4f5adc0334b0d8fc7df1da113e5e,82.895,304,25200.08,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora_websteri,SHELBY
7ec1441b4960029e12b8e581495e9b7e,95.667,300,28700.1,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiactis,Ophiactis_savignyi,SHELBY
a9d075959975b6cee91f1d6ae9f30c38,96.805,313,30299.965,Porifera,Demospongiae,Clionaida,Clionaidae,Clionaopsis,Clionaopsis_platei,SHELBY
f6f3e4dd4956a2623a8fe1973c2a760c,91.026,312,28400.112,Brachiopoda,NA,NA,NA,NA,NA,SHELBY
33865eceb1c5dbe3ac06a9063edc3b28,98.722,313,30899.986,Arthropoda,Malacostraca,Amphipoda,NA,NA,Amphipoda_unspecified,SHELBY
370f778653a6b12cb053f97f80daa13a,90.523,306,27700.038,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Lepidozona,Lepidozona_coreanica,SHELBY
89625e1236200a05e3a7021440ceb9f6,99.361,313,31099.993,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,Holothuria_insignis,SHELBY
de1af38e9a5abf93cbf1988359ca0b12,99.679,312,31099.848,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_bannerorum,SHELBY
f39502c4cd0abeffb3d3cd5b0880f886,100,313,31300,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Pagurus_kulkarnii,SHELBY
224578e9596744b0c4f190e195d11fed,80.392,306,24599.952,Mollusca,Bivalvia,Veneroida,Montacutidae,Curvemysella,Curvemysella_paula,SHELBY
30ed43fbd11cef8f1ad9a327e8b9ae3a,80.831,313,25300.103,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,Terebellides_williamsae,SHELBY
3d84c65d178daf975d781dc58eefceee,82.748,313,25900.124,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus_erabuensis,SHELBY
a1a8b48b7a44f427a1e5ff5548e689f2,88.462,312,27600.144,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,Leuckartiara_sp._PS-2018,SHELBY
ef2dd23068189cdab88fc27b33136444,83.974,312,26199.888,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus_sp._BOLD:AAI2761,SHELBY
17e0fb33ef510e9b63bb0f482b248787,100,313,31300,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia_pacifica,SHELBY
23b176f07ab7091658c86706d0f39381,93.61,313,29299.93,Arthropoda,Malacostraca,Decapoda,Xanthidae,Actaeodes,Actaeodes_mutatus_HK02,SHELBY
34cfe9801f9f045ae3946572210d5b45,100,313,31300,Annelida,Polychaeta,Eunicida,Eunicidae,Lysidice,Lysidice_HK03,SHELBY
4a9e71b4aaf5a9572a745d6f99f2ebb1,80.263,304,24399.952,Arthropoda,Arachnida,Araneae,Homalonychidae,Homalonychus,Homalonychus_theologus,SHELBY
7346ba350bd602a05809c8b338f34e7e,100,313,31300,Arthropoda,Malacostraca,Decapoda,Xanthidae,Liomera,Liomera_venosa,SHELBY
7caf216a630cc8393fd7c4ae70536524,81.962,316,25899.992,Arthropoda,Insecta,Diptera,Psychodidae,Pneumia,Pneumia_sp._BBDCQ437-10,SHELBY
be199e420d72be236322d789a90b20f2,88.498,313,27699.874,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Corrosella,Corrosella_iruritai,SHELBY
c01d26483d7b56d1001155ec30e0fed2,80.892,314,25400.088,Annelida,Clitellata,Haplotaxida,Enchytraeidae,Grania,Grania_bekkouchei,SHELBY
c6ca1a75e222863516ae28ff31a66830,99.361,313,31099.993,Arthropoda,Malacostraca,Decapoda,Diogenidae,Diogenes,Diogenes_HK01,SHELBY
257839a3792b46ba186b1d6bcbf72ddd,90.032,311,27999.952,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis_lucifera,SHELBY
3726c962714972746a93fc73e84581fb,91.374,313,28600.062,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia_gracilis,SHELBY
73d79c92b2f066f9ea173651b6545811,83.442,308,25700.136,Mollusca,Gastropoda,[unassigned]_Caenogastropoda,Potamididae,Cerithidea,Cerithidea_anticipata,SHELBY
8268b49e92e74efb698a963c1a39a424,93.61,313,29299.93,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenes,Periclimenes_kallisto,SHELBY
a7fde5ff597332d867de38faa80a328d,80.192,313,25100.096,Arthropoda,Hexanauplia,Harpacticoida,Canthocamptidae,NA,Canthocamptidae_sp._BOLD:ACM2718,SHELBY
ac46a13d7047c4ef74295b0f203ff9c0,80.667,300,24200.1,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,Phaonia_sp._BOLD:ACA4989,SHELBY
18d6fd82b759d260b2f05780432d2797,100,312,31200,Annelida,Polychaeta,Phyllodocida,Hesionidae,Leocrates,Leocrates_chinensis_HK03,SHELBY
19bd16404dafe234187c16c2c390dc16,80,305,24400,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa_sibirica,SHELBY
8f381a64cb000b314a327dff2d9f48d9,100,313,31300,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Temnopleurus,Temnopleurus_reevesii,SHELBY
cdc1d8e661f2b98683712f2f2dd9596c,88.498,313,27699.874,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_vidovici,SHELBY
e53b940fb1fbd3a33524aad9e273e75b,100,313,31300,Arthropoda,Malacostraca,Decapoda,Palaemonidae,NA,Palaemonidae_HK01,SHELBY
f81cd8d43549da0e09a85a9d6353529f,80,315,25200,Annelida,Clitellata,Haplotaxida,Megascolecidae,Amynthas,Amynthas_triastriatus,SHELBY
0248ae5481d633b2941a74a218992409,89.776,313,28099.888,Nemertea,Enopla,Monostilifera,Plectonemertidae,Leptonemertes,Leptonemertes_cf._chalicophora_SA-2011,SHELBY
174701cd95a6ec1a5961160fa2d9ee20,87.54,313,27400.02,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_imbricata,SHELBY
1ab3df143e526bb9eb99c598133844e4,99.681,313,31200.153,Annelida,Polychaeta,Phyllodocida,Hesionidae,Oxydromus,Oxydromus_HK01,SHELBY
24b1f9338949784eb1d0e1706a9c597a,99.042,313,31000.146,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Pandeopsis,Pandeopsis_ikarii,SHELBY
601b86100026c8f35e639bf7479c8ad2,80,305,24400,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_citrina,SHELBY
87084c3cde0bcf934562721a283c2e8b,92.332,313,28899.916,Nemertea,Enopla,Monostilifera,Tetrastemmatidae,Nemertellina,Nemertellina_yamaokai,SHELBY
8f0d72265cde2207697c1254dbbd3886,84.194,310,26100.14,Cnidaria,Hydrozoa,Anthoathecata,Ptilocodiidae,Thecocodium,Thecocodium_quadratum,SHELBY
a63b7b1d4a0a90d9a79a454d9bdf6e06,91.558,308,28199.864,Mollusca,Gastropoda,Neogastropoda,Muricidae,Mancinella,Mancinella_echinata,SHELBY
aba4148d75d0f09e0aa04df304d2ee4a,100,313,31300,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,Apogon_cathetogrammus,SHELBY
bae17d7894e8a38d0f56b46ea684205b,81.908,304,24900.032,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_evelinae,SHELBY
f1a1733445a6da785a2a6af4fd03f41e,86.262,313,27000.006,Mollusca,Bivalvia,Veneroida,Scrobiculariidae,Scrobicularia,Scrobicularia_plana,SHELBY
09f47cb7df0f6eb53dd8539e04207b8e,81.29,310,25199.9,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis_gibba,SHELBY
1e4d4b987a0bde8b898452e88ccacd82,92.834,307,28500.038,Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,Galathea_senta,SHELBY
2c1807ac92324a3b31f337fa409b4d9b,96.486,313,30200.118,Echinodermata,Ophiuroidea,NA,NA,NA,Ophiuroidea_HK01,SHELBY
5caf4dba7cef6b3933774fa6653188fb,87.58,314,27500.12,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_sp._MZUSP_3356,SHELBY
5d0018e56d05be77c430b8008e16b809,93.291,313,29200.083,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_hippothoe,SHELBY
7815c1404b8cadc3247eb78f42759fbb,80.399,301,24200.099,Echinodermata,Ophiuroidea,Ophiurida,Ophiolepididae,Ophiomusium,Ophiomusium_luetkeni,SHELBY
8c5fc5ed72ba4915396c6fbda672f829,80.323,310,24900.13,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus_aculeatus,SHELBY
9f8a8cd34eddb34e374c7ad3685030cc,91.374,313,28600.062,Nemertea,Palaeonemertea,Archinemertea,Cephalothricidae,Cephalothrix,Cephalothrix_sp._11_HC-2011,SHELBY
b26b5fb506dcd4b98b39517ab8dc6fed,86.084,309,26599.956,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_cf._citrina_AW-2014,SHELBY
d3e66d80fc5f3c837108bcb276cbd5e5,89.172,314,28000.008,Nemertea,NA,NA,NA,NA,Nemertea_sp._FLFIV215-14,SHELBY
d8d7485089d4765ddee1994d53e47b1f,99.013,304,30099.952,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,Saccostrea_sp._1_STH-2012,SHELBY
1459855598c8997c334a8008dd6e2efa,100,313,31300,Arthropoda,Malacostraca,Decapoda,Xanthidae,Chlorodiella,Chlorodiella_nigra,SHELBY
2868e3e21d59dd8bed1f1dc35e2a135d,81.789,313,25599.957,Arthropoda,Arachnida,Trombidiformes,Halacaridae,Bradyagaue,Bradyagaue_sp._UFMG_131139,SHELBY
429bf907b35687e2001d34295680036c,94.534,311,29400.074,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,Synalpheus_streptodactylus,SHELBY
5447377dc4e06b1a5fa3778cedfab696,91.054,313,28499.902,Cnidaria,Hydrozoa,Anthoathecata,Oceaniidae,Turritopsis,Turritopsis_sp._5_LJ-2017,SHELBY
7daaed0c182021aaa054f4e917d6c08e,100,313,31300,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus_gracilis,SHELBY
8191b8daa517d71ab9a4123ee288ddee,98.722,313,30899.986,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Crassicorophium,Crassicorophium_crassicorne,SHELBY
8f7fd4490a7c9cccaef50fcdeba1ed21,97.444,313,30499.972,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Enosteoides,Enosteoides_ornatus,SHELBY
91324e4228cbbbb1cafc4e6cb80be76a,99.361,313,31099.993,Arthropoda,Malacostraca,Decapoda,Paguridae,Boninpagurus,Boninpagurus_pilosipes,SHELBY
9a1ab2543e7dd371c335edbc8987835a,81.579,304,24800.016,Mollusca,Bivalvia,Pholadomyoida,Laternulidae,cf._Laternula,cf._Laternula_sp._DH-2009,SHELBY
d88f8e70ed404511d893b8549dfa4547,80,315,25200,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,Cecidomyiidae_sp._BIOUG21199-D11,SHELBY
e0e2163640bcca73a60d4ce847590bfe,93.59,312,29200.08,Arthropoda,Malacostraca,Decapoda,Alpheidae,Athanas,Athanas_parvus,SHELBY
129435fbb26c2f4887909a8d7bb8ccdc,81.579,304,24800.016,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Neptis,Neptis_sappho,SHELBY
215cce75eebb5feceaff16a328ea1a4e,100,313,31300,Mollusca,Bivalvia,Veneroida,Veneridae,Ruditapes,Ruditapes_philippinarum,SHELBY
3de5514c18541161cfb2cf5eeaa5dbd3,88.746,311,27600.006,Annelida,Clitellata,Haplotaxida,Naididae,Tubificoides,Tubificoides_imajimai,SHELBY
3eb5c2e21d2bd1740f780298e92609ea,81.107,307,24899.849,Arthropoda,Hexanauplia,Calanoida,Calanidae,Undinula,Undinula_vulgaris,SHELBY
549ee38477b0076d07bde3f43eae2c42,87.213,305,26599.965,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_citrina,SHELBY
7c007817fe104c6257daffb87d3d7d99,83.861,316,26500.076,Arthropoda,Insecta,Hymenoptera,Braconidae,Meteorus,Meteorus_sp._Zitani01DHJ05,SHELBY
7c9122efe41acd8140eb77ef28e0888d,80.449,312,25100.088,Arthropoda,Insecta,Diptera,NA,NA,NA,SHELBY
915cb46e24751b136c547278ddf76eb3,89.776,313,28099.888,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_imbricata,SHELBY
b7d5c5ad5193fcf19911eda5a73c03cc,87.898,314,27599.972,Nemertea,Enopla,Monostilifera,Amphiporidae,Amphiporus,Amphiporus_sp._AMNH1,SHELBY
c0b1a34e6342636cb0bf389d3ec45c98,81.013,316,25600.108,Mollusca,Gastropoda,Stylommatophora,Helicidae,Theba,Theba_geminata,SHELBY
cb7a1a3746dd52d0d0bae9f1655405d7,100,313,31300,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus_aculeatus,SHELBY
e7c03d0c01881cf0323ac349c42189c3,98.722,313,30899.986,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,Synalpheus_HK01,SHELBY
ed7c282386cf3d2ca1fa8296e7f45ba6,81.132,318,25799.976,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,Megacyclops_viridis,SHELBY
f7aa60c713c1b3db556514aaa04a2067,83.548,310,25899.88,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora_aura,SHELBY
0b5e629ef65c5ead93990807c7ece686,80.066,301,24099.866,Arthropoda,Arachnida,Araneae,Gnaphosidae,Haplodrassus,Haplodrassus_hiemalis,SHELBY
29a89cd21f3fb45cc86627db22e516e9,99.681,313,31200.153,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Nassarius_HK01,SHELBY
2c3bc533eba1a8eb2484f5c79aa4f45e,100,313,31300,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma,Branchiomma_HK01,SHELBY
70e34e303c9bb75d388f61e9f4cac0a1,99.681,313,31200.153,Mollusca,Gastropoda,NA,Acmaeidae,Patelloida,Patelloida_pygmaea,SHELBY
89c1ce233951d4a02f929bdac7c53504,85.993,307,26399.851,Platyhelminthes,Rhabditophora,Polycladida,Stylochidae,Imogine,Imogine_fafai,SHELBY
9b6a1d8673d653ce46aa6c61466dfa38,85.942,313,26899.846,Arthropoda,Insecta,Diptera,Muscidae,Pseudocoenosia,Pseudocoenosia_fletcheri,SHELBY
b5e3d9663599862d5681c35bb1ef5cb0,83.28,311,25900.08,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,NA,Ischyroceridae_sp._10BIOBC-01066,SHELBY
e8ac5dc065eca6adab72869801c9ab46,81.848,303,24799.944,Chordata,Ascidiacea,Enterogona,Polycitoridae,Eudistoma,Eudistoma_elongatum,SHELBY
4451274da7a033c8ff8bcf79c071d686,99.681,313,31200.153,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,Aequorea_macrodactyla,SHELBY
47c263b4a807909dfcb5a037f08f719d,80.968,310,25100.08,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Susana,Susana_cupressi,SHELBY
5e050b7808682dfc9cbfcd0692fadb68,100,313,31300,Mollusca,Bivalvia,Veneroida,Veneridae,Timoclea,Timoclea_scabra,SHELBY
7f2f2476cf8000d863eb5db53ae5b93c,83.224,304,25300.096,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,Lucicutia_wolfendeni,SHELBY
932dc8d47750e30167bfb97c087903cc,99.045,314,31100.13,Mollusca,Gastropoda,Nudibranchia,Discodorididae,NA,Discodorididae_HK01,SHELBY
999f84d9da882270f81f26ad35198261,95.833,312,29899.896,Bryozoa,Gymnolaemata,Cheilostomatida,Lepraliellidae,Celleporaria,Celleporaria_inaudita,SHELBY
b5bb59723a70cf5e5b1102d5ea2b3dec,84.026,313,26300.138,Annelida,Polychaeta,Terebellida,Terebellidae,NA,Terebellidae_sp._CMC03,SHELBY
ca232f26327a4c2e2883c126f842f984,87.5,312,27300,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus_crassirostris,SHELBY
d33800e534367a719b5224fe09aabe8e,84.395,314,26500.03,Annelida,Polychaeta,Phyllodocida,Syllidae,Myrianida,Myrianida_convoluta,SHELBY
e29cf5acf23334d3edafe5bb33982630,84.967,306,25999.902,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Orchomenella,Orchomenella_minuta,SHELBY
e3446a0eee13961ece1579a6657ef36b,100,313,31300,Arthropoda,Malacostraca,Decapoda,Sergestidae,Acetes,Acetes_japonicus,SHELBY
ee9007b843b7485a668945c9f27764e4,88.35,309,27300.15,Nemertea,Hoplonemertea,Monostilifera,Amphiporidae,Amphiporus,Amphiporus_formidabilis,SHELBY
073cd88addba0e90576f3bf278178a0b,92.971,313,29099.923,Annelida,Clitellata,Haplotaxida,Naididae,Heterodrilus,Heterodrilus_sp._n._PDW-2015,SHELBY
09a439d695089ce3d815b44070717170,87.013,308,26800.004,Mollusca,Gastropoda,NA,Triphoridae,Marshallora,Marshallora_nigrocincta,SHELBY
14a4dbfa01fcced03ee3565bd7e092c7,100,304,30400,Mollusca,Bivalvia,Pterioida,Pinnidae,Atrina,Atrina_pectinata,SHELBY
16e0674e7c54adfdfab39fc21dbbc7c6,91.346,312,28499.952,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia_hemisphaerica,SHELBY
445aa57bbfba3658d4dc1e5d3e1ca997,80,315,25200,Nemertea,Enopla,NA,NA,NA,NA,SHELBY
56653f5fc4e45f3a65ae52825798bb96,93.291,313,29200.083,Porifera,Demospongiae,Suberitida,Suberitidae,Protosuberites,Protosuberites_denhartogi,SHELBY
626d3409c239b62a328b4a371e713226,80.511,313,25199.943,Mollusca,Gastropoda,NA,Pyramidellidae,Odostomia,Odostomia_sp._BMBM-0374,SHELBY
69e4c2ca552614db831c2fa416720e0c,86.306,314,27100.084,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_vidovici,SHELBY
730f2aa27588a14ec9ff87a9fe19eccc,81.908,304,24900.032,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_dichotoma,SHELBY
b33e86a78b69b8cec5df0ec6e6c207b2,91.054,313,28499.902,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus_anglicus,SHELBY
c1579ded388f3d85b5623e292eea620a,82.315,311,25599.965,Porifera,Demospongiae,Agelasida,Astroscleridae,Astrosclera,Astrosclera_willeyana,SHELBY
e0b912762a10580b64ed67ff97e8f2b4,83.387,313,26100.131,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_praeda,SHELBY
